EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SSOU;ARIPUANÃ;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;24;0;758;0;0;31815;16968;4947;1971;2598;4242;6;535906;0;0;45;7002;17,65;233
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWHP;ÁGUA BOA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26;0;875;0;0;33336;12038;4862;1436;2290;3704;8;405125;0;0;72;10510;16,0333;284
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SWJN;JUÍNA;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;465;0;0;0;0;2477;253;1878;2192;4;254820;0;0;0;4522;12,7667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;425;0;0;0;0;0;0;1732;0;6;0;0;0;0;7868;12,5667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;500;0;0;0;0;611;234;296;469;1;234500;0;0;0;1304;2;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBMY;MANICORÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;46;0;630;0;0;27378;15548;4224;1493;1892;3042;9;212940;0;0;81;12508;14,0333;351
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;2130;0;0;0;0;21409;1617;10358;18264;24;1620930;0;0;0;28143;71,2167;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;1;405;0;0;21204;10013;2864;1031;1532;2356;4;238545;0;0;36;4868;10,45;74
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBTF;TEFÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;70;0;994;0;0;42120;36400;7332;3661;3487;5720;11;516880;0;0;81;14113;24,1667;806
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWBC;BARCELOS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;37;0;645;0;0;24759;14541;3743;1486;1665;2751;7;253485;0;0;63;9535;12,25;372
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWBR;BORBA;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;14;0;585;0;0;14400;2240;2374;289;1135;1600;10;93600;0;0;90;14865;9,2;193
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWKO;COARI;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;40;0;885;0;0;35937;14520;5507;1481;2414;3993;11;321255;0;0;99;15186;17,5667;208
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWLB;LÁBREA;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5;0;1265;0;0;25344;3520;3345;1191;1645;2816;4;890560;0;0;36;4755;11,3;53
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWMW;MAUÉS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8;0;340;0;0;9432;2096;1492;258;700;1048;4;89080;0;0;36;5700;5,25;51
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;SWYN;APUÍ;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;47;0;706;0;0;37260;21620;5433;2129;2579;4140;9;324760;0;0;81;11821;17,8667;406
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAC;ARACATI;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5;0;95;0;0;11880;600;1990;61;970;1320;11;11400;0;0;99;16630;8,46667;47
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;1904;0;0;0;0;0;0;11776;0;38;0;0;0;0;49024;85,7833;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;100;0;1361;0;0;54675;22500;8853;2260;3792;6075;27;306225;0;0;243;39408;29,9833;1226
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMS;MOSSORÓ;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16;0;310;0;0;7344;3264;1187;334;575;816;4;63240;0;0;36;5825;4,25;136
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;778;1322;2;0;0;0;0;0;5,16667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNIG;IGUATU;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2;0;46;0;0;10728;596;1678;64;761;1192;4;13708;0;0;36;5639;5,41667;19
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNOB;SOBRAL;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7;0;230;0;0;18090;1407;2939;174;1351;2010;10;46230;0;0;90;14649;11,3333;124
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SNWS;CRATEÚS;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6;0;190;0;0;15606;1734;2474;187;1030;1734;6;54910;0;0;54;8570;7,61667;15
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SWBE;SÃO BENEDITO;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21;0;363;0;0;14256;5544;2265;585;1007;1584;6;95832;0;0;54;8593;7,78333;284
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;40;0;0;0;0;514;15;245;380;1;15200;0;0;0;1355;1,8;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;549;894;1;0;0;0;0;0;3,58333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBIH;ITAITUBA;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBTB;ORIXIMINÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17;0;715;0;0;30591;5253;5214;636;2306;3708;12;220935;0;0;99;16894;16,1167;88
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;533;868;1;0;0;0;0;0;3,51667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;647;1002;2;0;0;0;0;0;4,61667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;250;346;1;0;0;0;0;0;1,68333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;34;2;438;0;0;21798;11764;3315;1041;1613;2422;7;151548;0;0;63;9587;12,1833;33
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBIL;ILHÉUS;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;85;0;0;0;0;1021;105;781;1247;1;105995;0;0;0;819;5,05;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;644;0;0;0;0;0;0;10137;0;37;0;0;0;0;49063;72,9167;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;242;366;1;0;0;0;0;0;1,65;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6;0;95;0;0;9882;2196;1511;199;668;1098;3;34770;0;0;27;4132;5,26667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19;0;578;0;0;38412;7372;6323;772;2890;4656;12;224264;0;0;99;16310;21,2667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;175;114;2;0;0;0;0;0;1,63333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;19;0;175;0;0;2565;1083;418;90;627;285;5;9975;0;0;45;7373;5,2;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SDUB;UBATUBA;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;1737;0;286;0;117;193;1;0;0;0;9;1483;0,883333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;75;0;1098;0;0;52650;16875;9092;1686;4335;6300;28;247050;0;0;234;40465;32,3333;803
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;26;0;434;0;0;28728;3952;4793;410;2011;3192;21;65968;0;0;189;31589;16,0833;343
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJI;JI-PARANÁ;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2;0;300;0;0;14688;1632;2747;379;1431;2448;3;244800;0;0;18;3369;9,61667;16
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJI;JI-PARANÁ;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;50;0;0;5922;0;913;16;420;658;2;16450;0;0;18;2780;2,9;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;274;366;1;0;0;0;0;0;1,85;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2;0;27;0;0;6588;732;991;64;490;732;2;9882;0;0;18;2710;3,41667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;65;0;0;0;0;458;25;408;385;1;25025;0;0;0;1192;2,78333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJR;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;422;1;4250;0;0;342657;144746;51945;12319;25990;38073;111;1457750;0;0;999;151610;186,7;153
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;0;0;0;0;0;630;0;314;490;1;0;0;0;0;1286;2,06667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBJD;JUNDIAÍ;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;178;28;1;0;0;0;0;0;1,3;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMA;MARABÁ;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;290;554;1;0;0;0;0;0;1,95;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;29;0;495;0;0;37422;13398;6610;1242;3281;5082;11;228690;0;0;81;14319;22,3833;29
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNYA;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;95;132;2;0;0;0;0;0;0,916667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;SNYA;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;16;0;498;0;0;5940;1056;1012;108;581;660;10;32868;0;0;90;15419;4,85;16
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBME;MACAÉ;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;94;0;609;0;0;25434;14758;4146;1272;2364;2826;18;95613;0;0;162;26436;18,4833;491
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMK;MONTES CLAROS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;480;889;1;0;0;0;0;0;3,16667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;221;329;1;0;0;0;0;0;1,71667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;SBMD;ALMEIRIM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;122;200;1;0;0;0;0;0;0,816667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;SBOI;OIAPOQUE;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;248;431;1;0;0;0;0;0;1,7;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;312;496;1;0;0;0;0;0;2,18333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMS;MOSSORÓ;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11;0;180;0;0;5508;2244;887;221;447;612;3;36720;0;0;27;4353;3,23333;83
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMS;MOSSORÓ;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12;0;253;0;0;8280;2760;1326;277;628;920;4;58190;0;0;36;5772;4,51667;59
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBMY;MANICORÉ;AM;NORTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;63;0;700;0;0;27378;21294;4175;1847;2033;3042;9;236600;0;0;81;12367;14,1;54
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBOI;OIAPOQUE;AP;NORTE;BRASIL;AMÉRICA DO SUL;SBMQ;MACAPÁ;AP;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;248;431;1;0;0;0;0;0;1,66667;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBBG;BAGÉ;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;23;0;725;0;0;28890;7383;4468;819;2067;3210;10;232725;0;0;90;13933;14,4167;112
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;306;534;1;0;0;0;0;0;2;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1598;0,0833333;0
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SSCN;CANELA;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12;0;275;0;0;7623;924;1298;100;675;847;11;21175;0;0;99;16925;6,83333;142
ACN;AZUL CONECTA LTDA. (EX TWO TAXI AEREO LTDA);BRASILEIRA;2023;1;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;SSLT;ALEGRETE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8;0;300;0;0;32832;3648;4778;437;2313;3648;8;136800;0;0;72;10487;15,9167;63
